dataset,horizon,model,univariate_MSE_target,multivariate_MSE_target,delta_MSE_target,delta_MSE_target_pct,univariate_MAE_target,multivariate_MAE_target,delta_MAE_target,univariate_R2_target,multivariate_R2_target,delta_R2_target
ETTh1,24,autoformer,0.03515925630927086,0.045546289533376694,-0.010387033224105835,-22.80543826945619,0.13785165548324585,0.1602911502122879,-0.022439494729042053,0.7730159759521484,0.7059584856033325,0.06705749034881592
ETTh1,24,informer,0.1235973909497261,0.37336891889572144,-0.24977152794599533,-66.89670955875235,0.2659057080745697,0.5024420619010925,-0.23653635382652283,0.2020696997642517,-1.4104259014129639,1.6124956011772156
ETTh1,24,lstm,0.048470620065927505,0.14298149943351746,-0.09451087936758995,-66.10007108054413,0.1618311107158661,0.30723321437835693,-0.14540210366249084,0.6870793104171753,0.07692813873291016,0.6101511716842651
ETTh1,24,patchtst,0.07606343179941177,0.04148377478122711,0.03457965701818466,83.35704468757437,0.21526888012886047,0.15765047073364258,0.057618409395217896,0.5089433789253235,0.7321856021881104,-0.22324222326278687
ETTh1,24,transformer,0.057228971272706985,0.2669122815132141,-0.20968331024050713,-78.55888129083267,0.18338502943515778,0.4376416802406311,-0.2542566508054733,0.6305364370346069,-0.7231544256210327,1.3536908626556396
ETTh1,48,autoformer,0.05602489411830902,0.07406981289386749,-0.01804491877555847,-24.3620385071185,0.17590780556201935,0.2045542448759079,-0.02864643931388855,0.6379992961883545,0.521403431892395,0.11659586429595947
ETTh1,48,informer,0.2041948288679123,0.8016518354415894,-0.5974570065736771,-74.52823940604394,0.34458160400390625,0.7729414701461792,-0.42835986614227295,-0.3193897008895874,-4.179813861846924,3.8604241609573364
ETTh1,48,lstm,0.12997066974639893,0.2012283205986023,-0.07125765085220337,-35.41134125608967,0.26404809951782227,0.36466413736343384,-0.10061603784561157,0.16020417213439941,-0.3002218008041382,0.4604259729385376
ETTh1,48,patchtst,0.13995003700256348,0.057424530386924744,0.08252550661563873,143.7112183390315,0.29881012439727783,0.18097664415836334,0.11783348023891449,0.0957232117652893,0.6289556622505188,-0.5332324504852295
ETTh1,48,transformer,0.16146771609783173,0.7195279002189636,-0.5580601841211319,-77.55921294996124,0.32200416922569275,0.7557360529899597,-0.43373188376426697,-0.0433117151260376,-3.6491761207580566,3.605864405632019
ETTh1,96,autoformer,0.07647891342639923,0.15041780471801758,-0.07393889129161835,-49.15567443273173,0.21219192445278168,0.3057801425457001,-0.0935882180929184,0.5073899030685425,0.031140387058258057,0.4762495160102844
ETTh1,96,informer,0.14095823466777802,0.866662323474884,-0.725704088807106,-83.73550583390353,0.2999034523963928,0.8241870999336243,-0.5242836475372314,0.09207063913345337,-4.582278728485107,4.674349367618561
ETTh1,96,lstm,0.1486111581325531,0.38355937600135803,-0.23494821786880493,-61.25471737718682,0.3028919994831085,0.5405451655387878,-0.23765316605567932,0.042777299880981445,-1.4705531597137451,1.5133304595947266
ETTh1,96,patchtst,0.1564207226037979,0.08919179439544678,0.06722892820835114,75.37567903692187,0.32222166657447815,0.23068439960479736,0.09153726696968079,-0.007525205612182617,0.4255046844482422,-0.4330298900604248
ETTh1,96,transformer,0.1372937262058258,0.819254994392395,-0.6819612681865692,-83.24163594122315,0.29422223567962646,0.7830561399459839,-0.4888339042663574,0.11567419767379761,-4.276922225952148,4.392596423625946
ETTh1,168,autoformer,0.11026736348867416,0.14590077102184296,-0.03563340753316879,-24.4230409759315,0.25156667828559875,0.2931259274482727,-0.04155924916267395,0.29286038875579834,0.06434506177902222,0.22851532697677612
ETTh1,168,informer,0.2752448320388794,1.0650638341903687,-0.7898190021514893,-74.15696312101247,0.4137808680534363,0.9189398884773254,-0.5051590204238892,-0.7651325464248657,-5.83020544052124,5.0650728940963745
ETTh1,168,lstm,0.2682633399963379,0.5874325037002563,-0.31916916370391846,-54.33290739960265,0.4335596561431885,0.6829805970191956,-0.24942094087600708,-0.7203606367111206,-2.7671780586242676,2.046817421913147
ETTh1,168,patchtst,0.17477069795131683,0.09524113684892654,0.07952956110239029,83.50336354993888,0.3471345603466034,0.24285225570201874,0.10428230464458466,-0.12079644203186035,0.3892229199409485,-0.5100193619728088
ETTh1,168,transformer,0.1549457460641861,0.7181481719017029,-0.5632024258375168,-78.42426396542845,0.32306039333343506,0.7186976671218872,-0.39563727378845215,0.00634002685546875,-3.6054515838623047,3.6117916107177734
ETTh1,336,autoformer,0.1012079194188118,0.23422598838806152,-0.13301806896924973,-56.79048008533525,0.248334139585495,0.39230117201805115,-0.14396703243255615,0.35505515336990356,-0.49259912967681885,0.8476542830467224
ETTh1,336,informer,0.24626724421977997,0.9300563931465149,-0.6837891489267349,-73.52125598118326,0.4093569219112396,0.8494166731834412,-0.44005975127220154,-0.5693316459655762,-4.926760196685791,4.357428550720215
ETTh1,336,lstm,0.20468725264072418,0.6391999125480652,-0.434512659907341,-67.97758331622255,0.3687551021575928,0.6868754625320435,-0.3181203603744507,-0.30436432361602783,-3.0732851028442383,2.7689207792282104
ETTh1,336,patchtst,0.20317651331424713,0.1273222118616104,0.07585430145263672,59.57663975977783,0.37498414516448975,0.2851191759109497,0.08986496925354004,-0.2947371006011963,0.1886425018310547,-0.483379602432251
ETTh1,336,transformer,0.20573139190673828,0.562877357006073,-0.3571459650993347,-63.45004898651065,0.37422776222229004,0.6225486993789673,-0.24832093715667725,-0.3110179901123047,-2.586921215057373,2.2759032249450684
ETTm1,24,autoformer,0.013668390922248363,0.017965106293559074,-0.004296715371310711,-23.916991691566096,0.0808957889676094,0.09612800180912018,-0.015232212841510773,0.9125251173973083,0.8850270509719849,0.027498066425323486
ETTm1,24,informer,0.01578361541032791,0.1349743902683258,-0.1191907748579979,-88.3062081558055,0.08918870240449905,0.2739854156970978,-0.18479671329259872,0.8989881277084351,0.1361919641494751,0.76279616355896
ETTm1,24,lstm,0.015262206085026264,0.05795351415872574,-0.042691308073699474,-73.66473168529765,0.08828406035900116,0.18696148693561554,-0.09867742657661438,0.9023250341415405,0.6291095614433289,0.27321547269821167
ETTm1,24,patchtst,0.014419079758226871,0.017538471147418022,-0.0031193913891911507,-17.78598364916212,0.08472505956888199,0.0935378447175026,-0.008812785148620605,0.9077208638191223,0.887757420539856,0.019963443279266357
ETTm1,24,transformer,0.015093945898115635,0.04967152327299118,-0.034577577374875546,-69.6124623027835,0.08794346451759338,0.1709957718849182,-0.08305230736732483,0.9034018516540527,0.6821125745773315,0.2212892770767212
ETTm1,48,autoformer,0.022026363760232925,0.036229588091373444,-0.014203224331140518,-39.20337259971542,0.10507012158632278,0.14238010346889496,-0.037309981882572174,0.8591071963310242,0.7682555317878723,0.09085166454315186
ETTm1,48,informer,0.027042623609304428,0.10601930320262909,-0.07897667959332466,-74.49272892607853,0.11759911477565765,0.24183623492717743,-0.12423712015151978,0.8270204067230225,0.32184189558029175,0.5051785111427307
ETTm1,48,lstm,0.03798732906579971,0.11152108013629913,-0.07353375107049942,-65.93708058325807,0.14533215761184692,0.26950693130493164,-0.12417477369308472,0.7570120692253113,0.28664952516555786,0.4703625440597534
ETTm1,48,patchtst,0.03124992735683918,0.03657810762524605,-0.005328180268406868,-14.566578638615843,0.12874312698841095,0.14114660024642944,-0.012403473258018494,0.8001081943511963,0.7660261988639832,0.034081995487213135
ETTm1,48,transformer,0.030340315774083138,0.12330274283885956,-0.09296242706477642,-75.39363471168082,0.12602359056472778,0.2843503952026367,-0.15832680463790894,0.8059265613555908,0.2112874984741211,0.5946390628814697
ETTm1,96,autoformer,0.04174056276679039,0.050453800708055496,-0.008713237941265106,-17.269732095526223,0.1473981738090515,0.17083513736724854,-0.02343696355819702,0.7331550121307373,0.6774517893791199,0.05570322275161743
ETTm1,96,informer,0.05708666145801544,0.23495052754878998,-0.17786386609077454,-75.70268531683577,0.17492415010929108,0.37562552094459534,-0.20070137083530426,0.6350482702255249,-0.5020251274108887,1.1370733976364136
ETTm1,96,lstm,0.05482279136776924,0.15808914601802826,-0.10326635465025902,-65.32159273371204,0.16637997329235077,0.3220663070678711,-0.15568633377552032,0.6495210528373718,-0.010654687881469727,0.6601757407188416
ETTm1,96,patchtst,0.05936732888221741,0.04389667138457298,0.015470657497644424,35.243341887529155,0.18346074223518372,0.15301869809627533,0.030442044138908386,0.6204681396484375,0.7193711400032043,-0.09890300035476685
ETTm1,96,transformer,0.05390056222677231,0.12456978112459183,-0.07066921889781952,-56.73062325932441,0.1656099110841751,0.2756747305393219,-0.11006481945514679,0.6554168462753296,0.20363259315490723,0.45178425312042236
ETTm1,168,autoformer,0.05513116344809532,0.07377701252698898,-0.01864584907889366,-25.273246927351494,0.1704394370317459,0.2057986557483673,-0.0353592187166214,0.6475031971931458,0.5282856225967407,0.11921757459640503
ETTm1,168,informer,0.10262592136859894,0.44494274258613586,-0.3423168212175369,-76.93502573710722,0.23643313348293304,0.4977334439754486,-0.26130031049251556,0.34383195638656616,-1.8448679447174072,2.1886999011039734
ETTm1,168,lstm,0.07739044725894928,0.17607101798057556,-0.09868057072162628,-56.04588776099659,0.20910924673080444,0.327370285987854,-0.11826103925704956,0.505182147026062,-0.12576019763946533,0.6309423446655273
ETTm1,168,patchtst,0.11096277087926865,0.06916838884353638,0.04179438203573227,60.42409934958015,0.24446287751197815,0.19483081996440887,0.049632057547569275,0.29052793979644775,0.557752251625061,-0.2672243118286133
ETTm1,168,transformer,0.09944543987512589,0.5970219373703003,-0.4975764974951744,-83.34308306199583,0.22575746476650238,0.6389567255973816,-0.4131992608308792,0.3641672730445862,-2.817229747772217,3.181397020816803
ETTm1,336,autoformer,0.09175796061754227,0.12011823803186417,-0.0283602774143219,-23.61029891711264,0.22388391196727753,0.2625580132007599,-0.03867410123348236,0.41258782148361206,0.23103219270706177,0.1815556287765503
ETTm1,336,informer,0.20454448461532593,0.32515329122543335,-0.12060880661010742,-37.09290545584455,0.35792824625968933,0.4551788866519928,-0.09725064039230347,-0.3094440698623657,-1.081552505493164,0.7721084356307983
ETTm1,336,lstm,0.1797025203704834,0.31586331129074097,-0.13616079092025757,-43.10750306931851,0.32736584544181824,0.46370038390159607,-0.13633453845977783,-0.15041184425354004,-1.0220801830291748,0.8716683387756348
ETTm1,336,patchtst,0.17946994304656982,0.19384022057056427,-0.014370277523994446,-7.413464935372736,0.3367566466331482,0.3504064381122589,-0.013649791479110718,-0.14892303943634033,-0.24091804027557373,0.0919950008392334
ETTm1,336,transformer,0.1955023854970932,0.7470492720603943,-0.5515468865633011,-73.83005376059138,0.3513783812522888,0.7399567365646362,-0.3885783553123474,-0.251558780670166,-3.7824277877807617,3.5308690071105957
