dataset,horizon,model,feature_mode,run_tag,MSE,MAE,MAPE,R2,MSE_target,MAE_target,MAPE_target,R2_target,best_val_loss,best_val_r2,trained_epochs,seed,sample_limit,train_samples,val_samples,test_samples,input_size,model_params,train_time_seconds,device,use_validation_best
ETTm1,168,patchtst,univariate,feature_mode_full_seed42,0.11096277087926865,0.24446287751197815,24.445222854614258,0.29052793979644775,0.11096277087926865,0.24446287751197815,24.445222854614258,0.29052793979644775,0.07786459584762766,-0.985896001485261,14,42,0,34297,11257,23337,1,123856,70.46025371551514,cuda,True
ETTm1,168,transformer,multivariate,feature_mode_full_seed42,0.8947542309761047,0.6833488345146179,250.8309783935547,0.29495304822921753,0.5970219373703003,0.6389567255973816,59.334327697753906,-2.817229747772217,0.6730930781499906,0.4586642282930287,11,42,0,34297,11257,23337,7,368408,44.97159504890442,cuda,True
ETTm1,168,transformer,univariate,feature_mode_full_seed42,0.09944543987512589,0.22575746476650238,22.874753952026367,0.3641672730445862,0.09944543987512589,0.22575746476650238,22.874753952026367,0.3641672730445862,0.07795629077802667,-1.0897548354484818,16,42,0,34297,11257,23337,1,237608,67.13759112358093,cuda,True
ETTm1,336,autoformer,multivariate,feature_mode_full_seed42,0.5504559278488159,0.5077541470527649,233.92979431152344,0.5659539699554443,0.12011823803186417,0.2625580132007599,27.504297256469727,0.23103219270706177,0.6435666666633781,0.43959294379442587,13,42,0,34129,11089,23169,7,149799,79.28231716156006,cuda,True
ETTm1,336,autoformer,univariate,feature_mode_full_seed42,0.09175796061754227,0.22388391196727753,24.505111694335938,0.41258782148361206,0.09175796061754227,0.22388391196727753,24.505111694335938,0.41258782148361206,0.09702710090098025,-0.9846727587710852,19,42,0,34129,11089,23169,1,149025,118.93216156959534,cuda,True
ETTm1,336,informer,multivariate,feature_mode_full_seed42,0.9707415103912354,0.7140457630157471,274.4313049316406,0.23454999923706055,0.32515329122543335,0.4551788866519928,43.11613082885742,-1.081552505493164,0.7957828926971589,0.3752665341585532,11,42,0,34129,11089,23169,7,212439,61.363378286361694,cuda,True
ETTm1,336,informer,univariate,feature_mode_full_seed42,0.20454448461532593,0.35792824625968933,33.60456848144531,-0.3094440698623657,0.20454448461532593,0.35792824625968933,33.60456848144531,-0.3094440698623657,0.10245972306563936,-1.180295267324338,14,42,0,34129,11089,23169,1,211665,80.18285393714905,cuda,True
ETTm1,336,lstm,multivariate,feature_mode_full_seed42,1.0375831127166748,0.7401761412620544,290.14837646484375,0.1818440556526184,0.31586331129074097,0.46370038390159607,43.29755783081055,-1.0220801830291748,0.9334607331574648,0.28893737820373183,14,42,0,34129,11089,23169,7,941616,55.96083998680115,cuda,True
ETTm1,336,lstm,univariate,feature_mode_full_seed42,0.1797025203704834,0.32736584544181824,31.94054412841797,-0.15041184425354004,0.1797025203704834,0.32736584544181824,31.94054412841797,-0.15041184425354004,0.1035814630617013,-1.1653420048198482,34,42,0,34129,11089,23169,1,417360,152.17473125457764,cuda,True
ETTm1,336,patchtst,multivariate,feature_mode_full_seed42,0.5442317724227905,0.5006131529808044,228.04116821289062,0.5708618760108948,0.19384022057056427,0.3504064381122589,32.60251998901367,-0.24091804027557373,0.6749304318907617,0.44002676352687264,14,42,0,34129,11089,23169,7,177952,56.019160985946655,cuda,True
ETTm1,336,patchtst,univariate,feature_mode_full_seed42,0.17946994304656982,0.3367566466331482,32.43036651611328,-0.14892303943634033,0.17946994304656982,0.3367566466331482,32.43036651611328,-0.14892303943634033,0.10559396499275477,-1.2448229707520584,12,42,0,34129,11089,23169,1,177952,52.57970929145813,cuda,True
ETTm1,336,transformer,multivariate,feature_mode_full_seed42,1.0521897077560425,0.7783818244934082,331.7806701660156,0.17032647132873535,0.7470492720603943,0.7399567365646362,66.34552764892578,-3.7824277877807617,0.8184258408587555,0.3673661611546045,11,42,0,34129,11089,23169,7,520112,43.405747175216675,cuda,True
ETTm1,336,transformer,univariate,feature_mode_full_seed42,0.1955023854970932,0.3513783812522888,33.38346862792969,-0.251558780670166,0.1955023854970932,0.3513783812522888,33.38346862792969,-0.251558780670166,0.10240359790623188,-1.1800810722098953,14,42,0,34129,11089,23169,1,259280,61.1725640296936,cuda,True
