dataset,horizon,model,feature_mode,run_tag,MSE,MAE,MAPE,R2,MSE_target,MAE_target,MAPE_target,R2_target,best_val_loss,best_val_r2,trained_epochs,seed,sample_limit,train_samples,val_samples,test_samples,input_size,model_params,train_time_seconds,device,use_validation_best
ETTh1,96,autoformer,multivariate,feature_mode_full_seed42,0.5403440594673157,0.5141876935958862,869.6915893554688,0.5765784978866577,0.15041784942150116,0.3057800829410553,32.30858612060547,0.03114008903503418,0.6588750888000835,0.46411012790419837,23,42,0,8449,2689,5709,7,103239,49.122034788131714,cuda,True
ETTh1,96,autoformer,univariate,feature_mode_full_seed42,0.07647890597581863,0.2121918797492981,28.108184814453125,0.5073899030685425,0.07647890597581863,0.2121918797492981,28.108184814453125,0.5073899030685425,0.09589223639870231,-0.6069645339792425,22,42,0,8449,2689,5709,1,102465,49.7038791179657,cuda,True
ETTh1,96,informer,multivariate,feature_mode_full_seed42,0.9663593769073486,0.7763561606407166,1095.13427734375,0.24274665117263794,0.8628377318382263,0.8180254101753235,68.65724182128906,-4.557644367218018,0.8650646528059786,0.3358821895989505,14,42,0,8449,2689,5709,7,189159,25.920705318450928,cuda,True
ETTh1,96,informer,univariate,feature_mode_full_seed42,0.18716000020503998,0.34894293546676636,36.104888916015625,-0.2055206298828125,0.18716000020503998,0.34894293546676636,36.104888916015625,-0.2055206298828125,0.09999401952055367,-0.7158067145130851,30,42,0,8449,2689,5709,1,188385,56.94036507606506,cuda,True
ETTh1,96,lstm,multivariate,feature_mode_full_seed42,1.04924738407135,0.7725599408149719,1627.3529052734375,0.17779439687728882,0.38355934619903564,0.5405451059341431,49.62110900878906,-1.470552921295166,0.9404252063144337,0.3106948272748427,16,42,0,8449,2689,5709,7,509856,15.248334169387817,cuda,True
ETTh1,96,lstm,univariate,feature_mode_full_seed42,0.1486111730337143,0.3028919994831085,31.20954704284668,0.042777061462402344,0.1486111730337143,0.3028919994831085,31.20954704284668,0.042777061462402344,0.10497284833003175,-0.8106865611943331,22,42,0,8449,2689,5709,1,355680,30.00843119621277,cuda,True
ETTh1,96,patchtst,multivariate,feature_mode_full_seed42,0.4809887409210205,0.4725281000137329,768.8009033203125,0.6230901479721069,0.08918967097997665,0.23068183660507202,28.378204345703125,0.42551833391189575,0.6955863643776287,0.4511883150447499,31,42,0,8449,2689,5709,7,100672,45.33524227142334,cuda,True
ETTh1,96,patchtst,univariate,feature_mode_full_seed42,0.1564207375049591,0.3222216069698334,38.50380325317383,-0.007525324821472168,0.1564207375049591,0.3222216069698334,38.50380325317383,-0.007525324821472168,0.12207338958978653,-1.0575723160396924,13,42,0,8449,2689,5709,1,100672,21.69113039970398,cuda,True
ETTh1,96,transformer,multivariate,feature_mode_full_seed42,1.0597676038742065,0.7947596907615662,1320.4638671875,0.1695505976676941,0.8514754772186279,0.8025241494178772,68.6336441040039,-4.4844584465026855,0.876232498748736,0.3141578490083868,13,42,0,8449,2689,5709,7,303392,15.74010944366455,cuda,True
ETTh1,96,transformer,univariate,feature_mode_full_seed42,0.20562461018562317,0.3685970604419708,36.3164176940918,-0.3244534730911255,0.20562461018562317,0.3685970604419708,36.3164176940918,-0.3244534730911255,0.10654304007237608,-0.9264449206265536,23,42,0,8449,2689,5709,1,228320,32.04895782470703,cuda,True
