dataset,horizon,model,run_tag,MSE,MAE,R2,MSE_target,MAE_target,R2_target,best_val_loss,best_val_r2,trained_epochs,seed,sample_limit,train_samples,val_samples,test_samples,model_params,train_time_seconds,device,data_dir
ETTh1,96,autoformer,formal_seed42,0.6014952063560486,0.5417332053184509,0.5286595821380615,0.11697035282850266,0.26678720116615295,0.2465795874595642,0.6682622879743576,0.45292565612231983,6,42,0,8449,2689,5709,103239,76.88387894630432,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,96,informer,formal_seed42,0.980397641658783,0.7545990943908691,0.23174607753753662,0.7261182069778442,0.723888635635376,-3.6770167350769043,0.8792073740678675,0.31634452062494617,8,42,0,8449,2689,5709,106407,107.57198166847229,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,96,lstm,formal_seed42,1.0501518249511719,0.7806593775749207,0.17708563804626465,0.33161747455596924,0.49312689900398254,-1.1359889507293701,1.0766863600296133,0.22826068751952228,10,42,0,8449,2689,5709,99808,69.41448545455933,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,96,patchtst,formal_seed42,0.48317474126815796,0.47223684191703796,0.6213772296905518,0.07876595109701157,0.21740901470184326,0.492658793926239,0.6913498001063572,0.44767957715427176,17,42,0,8449,2689,5709,99776,131.52726554870605,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,96,transformer,formal_seed42,0.8815512657165527,0.7211780548095703,0.309203565120697,1.3125191926956177,1.0213850736618042,-7.454097747802734,0.8838955823112936,0.3011797358007992,8,42,0,8449,2689,5709,115296,106.77923917770386,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,168,autoformer,formal_seed42,0.5746665000915527,0.5292689800262451,0.5498607158660889,0.12654832005500793,0.274676650762558,0.18845123052597046,0.8334606004560866,0.3551692301180305,7,42,0,8377,2617,5637,117207,121.69045901298523,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,168,informer,formal_seed42,1.1881722211837769,0.8442090749740601,0.06929844617843628,1.4551551342010498,1.0849425792694092,-8.331846237182617,1.1038506512598294,0.1761714220046997,6,42,0,8377,2617,5637,113391,90.83438324928284,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,168,lstm,formal_seed42,1.3035365343093872,0.8841540813446045,-0.021067023277282715,0.8478484749794006,0.8190852403640747,-4.4372148513793945,1.184602557704216,0.14770899313252148,9,42,0,8377,2617,5637,132568,62.71969771385193,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,168,patchtst,formal_seed42,0.5139105319976807,0.489040344953537,0.5974512100219727,0.09374676644802094,0.23509420454502106,0.3988061547279358,0.8741253143767032,0.32473874237479233,8,42,0,8377,2617,5637,122960,65.60009980201721,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,168,transformer,formal_seed42,1.2878738641738892,0.8779900670051575,-0.00879824161529541,1.0368362665176392,0.8728219270706177,-5.649184703826904,1.0708918478794214,0.2002089387033044,7,42,0,8377,2617,5637,148056,95.84543800354004,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,336,autoformer,formal_seed42,0.6893956065177917,0.5987886190414429,0.4580533504486084,0.19263187050819397,0.3521275222301483,-0.22754156589508057,1.0691864320210047,0.19984358239483524,8,42,0,8209,2449,5469,149799,160.84713315963745,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,336,informer,formal_seed42,1.0249017477035522,0.794585645198822,0.19430577754974365,0.7682111859321594,0.7851676940917969,-3.8954057693481445,1.3212456865744158,0.04926886186971293,6,42,0,8209,2449,5469,129687,124.6352026462555,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,336,lstm,formal_seed42,1.118262767791748,0.8028342723846436,0.12091284990310669,0.4897376000881195,0.5928485989570618,-2.120840072631836,1.3943096530901922,0.01831766227623085,12,42,0,8209,2449,5469,209008,93.46488451957703,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,336,patchtst,formal_seed42,0.5943669676780701,0.5450114011764526,0.5327571034431458,0.11560934036970139,0.2721794843673706,0.26328253746032715,1.0674816822850859,0.20049442408920884,8,42,0,8209,2449,5469,177056,56.889050006866455,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
ETTh1,336,transformer,formal_seed42,1.025600790977478,0.7669590711593628,0.19375622272491455,0.740178108215332,0.7262176871299744,-3.7167654037475586,1.3065797849134966,0.07457380790215035,14,42,0,8209,2449,5469,224496,184.52842926979065,cpu,C:\Users\LOKER\Desktop\Research-Training\data\processed
